"X1";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj"
"hsa-miR-28-5p";80,9245818302565;0,00225714614344597;0,102692813316679;0,0219795920527126;0,982464234788334;0,985739115570962
"hsa-miR-299-5p";1,09046460984068;0,0649580989081864;0,848231909022082;0,0765805886541994;0,938957201607677;NA
"hsa-miR-29a-3p";21,4310601218516;0,5161179093743;0,157514304240235;3,27664152067825;0,00105049652148032;0,0256436708067451
"hsa-miR-29a-5p";0,875610231242869;0,459543819878098;0,860343119536591;0,534140169709992;0,593244559659571;NA
"hsa-miR-29b-1-5p";1,56903392361398;-0,0271253782188302;0,569664105198115;-0,0476164426919556;0,96202192752049;0,980962183313511
"hsa-miR-29b-2-5p";14,5738996766707;-0,184098826352433;0,201107539458603;-0,915424786400553;0,359968671050836;0,699035935395495
"hsa-miR-29b-3p";10,542611697323;-0,135987371694156;0,24410813632911;-0,557078406886101;0,57747386000153;0,846000979180378
"hsa-miR-29c-3p";16,1967918563693;0,055718500165095;0,216516544609887;0,257340612309728;0,796915843747572;0,950653000718188
"hsa-miR-29c-5p";9,84838321811283;0,227950690273118;0,243803236151854;0,9349781154305;0,349799577812749;0,688167796873448
"hsa-miR-301a-3p";54,4559635409304;-0,221531085817375;0,1413835775378;-1,56687989988192;0,117142766739845;0,454226320762059
"hsa-miR-301a-5p";1,24833559066601;0,642616348067751;0,737168699872714;0,871735802372931;0,383352523920502;NA
"hsa-miR-301b-3p";4,97451720414523;0,336028761670478;0,330869376503929;1,01559342004106;0,30982303952657;0,673459878496266
"hsa-miR-3064-5p";0,904612649827068;0,134017556408995;0,853080216021549;0,157098422741537;0,875167280618329;NA
"hsa-miR-3065-3p";0,328185514514029;-0,480410337703758;1,79885217323333;-0,267064934435524;0,789419165562692;NA
"hsa-miR-3065-5p";0,615311096837069;-0,258120130679168;1,04341734755591;-0,247379566080423;0,804614486737543;NA
"hsa-miR-30a-3p";8,8182413558075;0,347151172120014;0,232720715882903;1,49170721997387;0,135775915543527;0,482173353166658
"hsa-miR-30b-3p";20,3154102562022;-0,246322215279823;0,178358428273023;-1,38105172637407;0,167263056824614;0,525864686004502
"hsa-miR-30b-5p";37,3192751353234;-0,31373371497262;0,165197480020694;-1,89914346716015;0,0575456153322104;0,310181222586206
"hsa-miR-30c-1-3p";9,72802364887128;0,0605719499006745;0,242918738263578;0,249350669008296;0,803089540542345;0,950653000718188
"hsa-miR-30c-2-3p";0,357163384681924;0,402906414838727;2,05730609347989;0,195841744753314;0,844734035097272;NA
"hsa-miR-30c-5p";126,322867828543;0,0425640501025094;0,11104065833332;0,383319504237279;0,701482879387286;0,908525225961845
"hsa-miR-30d-3p";3,1208886482078;0,478156546459575;0,403973753631072;1,18363270425794;0,236558488536968;0,603424619064639
"hsa-miR-30d-5p";5,56068429812855;0,332968583704385;0,306866258612527;1,08506091614594;0,277894676198323;0,656471130950914
"hsa-miR-30e-3p";327,764787379682;0,0156434677143472;0,0738168689121147;0,211922666795473;0,832167366661398;0,959459294086836
"hsa-miR-30e-5p";2,74541384106401;0,3026218782225;0,428171782871567;0,706776789897138;0,479705200425833;0,768032468119726
"hsa-miR-3120-3p";10,2528722220909;0,00802905044915932;0,231125118120583;0,0347389782402204;0,972287879531636;0,980962183313511
"hsa-miR-3123";1,85147741811274;-0,348844042341192;0,677960367525844;-0,514549314459586;0,606867991458736;0,869844121090854
"hsa-miR-3138";6,61816427786603;-0,623811796368218;0,286366752201701;-2,17836669785199;0,0293787471564852;0,247349624705228
"hsa-miR-3146";0,227717747209939;0,701919681366687;2,17531062122916;0,322675609872243;0,746940925388657;NA
"hsa-miR-3150a-5p";0,380536694135738;0,429551656177067;1,60739439691569;0,267234760181634;0,789288414266782;NA
"hsa-miR-3161";0,655285128631535;-0,358982393837186;1,15426369847309;-0,311005530462461;0,755796417285268;NA
"hsa-miR-3179";0,368444155967146;-1,0829634039206;1,60436894414292;-0,675008954688494;0,49967007573938;NA
"hsa-miR-3188";0,726316463069703;0,863159542017495;1,07519444040318;0,802793903671812;0,42209386637836;NA
"hsa-miR-3192-5p";0,704402032527906;-0,0131339074018824;1,49202924992458;-0,00880271442570335;0,99297654077207;NA
"hsa-miR-3198";0,184262460882644;-0,231574413602847;2,55683082080401;-0,0905708784948182;0,927833572395862;NA
"hsa-miR-32-3p";33,659506670823;0,10478150291963;0,152691837254344;0,686228581722363;0,492568976911269;0,768032468119726
"hsa-miR-32-5p";17,1731399943999;0,109844877343892;0,208925621915291;0,525760681418138;0,599054496303753;0,862753126255645
"hsa-miR-320a-3p";53,3768911294741;-0,086121204626149;0,125625687318495;-0,68553817666134;0,493004378632592;0,768032468119726
"hsa-miR-320b";16,6698598558976;-0,532817864553417;0,20653918813606;-2,57974222403942;0,00988740899485243;0,0992036702483527
"hsa-miR-323a-3p";8,96253403605331;-0,0276242305606733;0,271792759866629;-0,101637109738423;0,919044722646673;0,977499864016426
"hsa-miR-323b-3p";11,3546519723062;-0,102664825952887;0,244193799604655;-0,420423557514971;0,674176061726223;0,908525225961845
"hsa-miR-324-3p";7,42065587470113;0,338316983872171;0,274106059633329;1,2342557633521;0,217107614188509;0,599203528070219
"hsa-miR-324-5p";21,2064170948773;0,335508314009862;0,160610699130661;2,08895369876272;0,0367118912906984;0,263000381046655
"hsa-miR-326";122,866219021894;0,495218055682273;0,122080095091873;4,05650122822717;4,98133006681017e-05;0,00749690175054931
"hsa-miR-328-3p";356,641093546613;0,341611623038786;0,0922904402119849;3,70148438185068;0,000214341851875092;0,0129033794828806
"hsa-miR-330-3p";6,30934820304924;-0,111445267278856;0,291447702992101;-0,382385128222734;0,70217571974643;0,908525225961845
"hsa-miR-330-5p";4,48835146859249;0,0509168694722359;0,342760529307831;0,148549395623403;0,881909206267542;0,959459294086836
"hsa-miR-331-3p";57,5731119840258;0,267089308273925;0,125191706376172;2,1334425099326;0,0328884429892087;0,2572692284129
"hsa-miR-331-5p";0,94161747390727;0,608051184889372;0,758563972115461;0,80158194594143;0,422794824526579;NA
"hsa-miR-335-3p";22,9845375212848;-0,365954042387932;0,178276633236944;-2,05273139694954;0,0400986352384509;0,271078412724362
"hsa-miR-335-5p";81,8155880345553;-0,174398463016799;0,127454390612846;-1,36832055905041;0,171211758234024;0,525864686004502
"hsa-miR-337-3p";25,2158660704498;0,223876801902759;0,177114424226525;1,2640235422973;0,206221577137328;0,585591459606942
